?x	?p	?y
<https://w3id.org/pmd/co/PMD_0000914>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000927>
<https://w3id.org/pmd/co/PMD_0025997>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0001931>
<https://w3id.org/pmd/co/PMD_0050072>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050071>
<https://w3id.org/pmd/co/PMD_0000583>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid326
<https://w3id.org/pmd/co/PMD_0020191>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000030>
<https://w3id.org/pmd/co/PMD_0000067>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid225
<http://purl.obolibrary.org/obo/IAO_0000028>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000030>
<https://w3id.org/pmd/co/PMD_0020213>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000146>
<https://w3id.org/pmd/co/PMD_0020184>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0000112>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000016>
<http://purl.obolibrary.org/obo/CHEBI_33374>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33319>
<https://w3id.org/pmd/co/PMD_0000896>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<https://w3id.org/pmd/co/PMD_0020228>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<http://purl.obolibrary.org/obo/OBI_0000202>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<https://w3id.org/pmd/co/PMD_0090011>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000121>
<https://w3id.org/pmd/co/PMD_0025016>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050051>
<https://w3id.org/pmd/co/PMD_0000513>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000015>
<http://purl.obolibrary.org/obo/CHEBI_33380>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33319>
<https://w3id.org/pmd/co/PMD_0050113>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000661>
<http://purl.obolibrary.org/obo/CHEBI_33388>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0000590>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000968>
<https://w3id.org/pmd/co/PMD_0000127>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000000>
<https://w3id.org/pmd/co/PMD_0050068>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050067>
<https://w3id.org/pmd/co/PMD_0000942>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<https://w3id.org/pmd/co/PMD_0020132>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020148>
<https://w3id.org/pmd/co/PMD_0050050>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000002>
<https://w3id.org/pmd/co/PMD_0020244>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020226>
<https://w3id.org/pmd/co/PMD_0020029>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0020181>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000030>
<https://w3id.org/pmd/co/PMD_0020248>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020244>
<https://w3id.org/pmd/co/PMD_0200000>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000907>
<https://w3id.org/pmd/co/PMD_0050012>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050009>
<https://w3id.org/pmd/co/PMD_0000820>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0000845>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<https://w3id.org/pmd/co/PMD_0010014>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000852>
<https://w3id.org/pmd/co/PMD_0020077>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<http://purl.obolibrary.org/obo/CHEBI_27363>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0000008>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000003>
<http://purl.obolibrary.org/obo/CHEBI_30563>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_23367>
<https://w3id.org/pmd/co/PMD_0020064>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0000800>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000945>
<https://w3id.org/pmd/co/PMD_0050029>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050022>
<https://w3id.org/pmd/co/PMD_0000861>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000924>
<https://w3id.org/pmd/co/PMD_0000619>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020148>
<https://w3id.org/pmd/co/PMD_0000779>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000550>
<http://purl.obolibrary.org/obo/CHEBI_33359>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0020158>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<https://w3id.org/pmd/co/PMD_0001036>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000030>
<https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000027>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000027>
<http://purl.obolibrary.org/obo/CHEBI_29287>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0000920>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid452
<https://w3id.org/pmd/co/PMD_0000657>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000557>
<https://w3id.org/pmd/co/PMD_0020153>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000027>
<https://w3id.org/pmd/co/PMD_0000791>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000655>
<https://w3id.org/pmd/co/PMD_0000544>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<https://w3id.org/pmd/co/PMD_0020085>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0090004>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000120>
<https://w3id.org/pmd/co/PMD_0000960>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000603>
<https://w3id.org/pmd/co/PMD_0020056>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0050098>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050095>
<https://w3id.org/pmd/co/PMD_0000980>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000847>
<https://w3id.org/pmd/co/PMD_0025004>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000852>
<https://w3id.org/pmd/co/PMD_0050062>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000546>
<https://w3id.org/pmd/co/PMD_0000894>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000818>
<https://w3id.org/pmd/co/PMD_0050074>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid1195
<http://purl.obolibrary.org/obo/OBI_0000067>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<http://purl.obolibrary.org/obo/CHEBI_33353>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0010021>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0020035>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<http://purl.obolibrary.org/obo/CHEBI_32145>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_23367>
<https://w3id.org/pmd/co/PMD_0000610>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000847>
<https://w3id.org/pmd/co/PMD_0200008>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000907>
<https://w3id.org/pmd/co/PMD_0050128>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050133>
<https://w3id.org/pmd/co/PMD_0000895>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000806>
<https://w3id.org/pmd/co/PMD_0050041>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050055>
<https://w3id.org/pmd/co/PMD_0020067>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0020082>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020140>
<https://w3id.org/pmd/co/PMD_0000987>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000982>
<https://w3id.org/pmd/co/PMD_0001035>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0025018>
<https://w3id.org/pmd/co/PMD_0000114>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000000>
<https://w3id.org/pmd/co/PMD_0020112>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<https://w3id.org/pmd/co/PMD_0000014>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000013>
<https://w3id.org/pmd/co/PMD_0020166>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	_:B637347d4X2Dcd3cX2D4ee8X2D99faX2D65c5f6788fadgenid924
<https://w3id.org/pmd/co/PMD_0000658>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000556>
<https://w3id.org/pmd/co/PMD_0025014>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020003>
<https://w3id.org/pmd/co/PMD_0050028>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050022>
<https://w3id.org/pmd/co/PMD_0050054>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000546>
<https://w3id.org/pmd/co/PMD_0020113>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000030>
<http://purl.obolibrary.org/obo/CHEBI_22984>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<http://purl.obolibrary.org/obo/CHEBI_33346>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0020023>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0001930>
<https://w3id.org/pmd/co/PMD_0050019>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050004>
<https://w3id.org/pmd/co/PMD_0090008>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000121>
<https://w3id.org/pmd/co/PMD_0020002>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<https://w3id.org/pmd/co/PMD_0050089>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050088>
<http://purl.obolibrary.org/obo/CHEBI_28112>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0020186>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0010007>
<http://purl.obolibrary.org/obo/CHEBI_33390>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<https://w3id.org/pmd/co/PMD_0000505>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000506>
<http://purl.obolibrary.org/obo/CHEBI_33369>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33319>
<https://w3id.org/pmd/co/PMD_0050065>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050063>
<https://w3id.org/pmd/co/PMD_0050005>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0050004>
<https://w3id.org/pmd/co/PMD_0000801>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000550>
<http://purl.obolibrary.org/obo/OBI_0000792>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0200171>
<http://purl.obolibrary.org/obo/NCIT_C25677>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000493>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000631>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000108>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000030>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000344>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000424>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000543>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000015>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000477>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_24433>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000083>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000161>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000054>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000027>
<http://purl.obolibrary.org/obo/CHEBI_33259>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_23367>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000444>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000081>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000015>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000381>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_000380>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000603>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_24433>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000321>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_35489>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000229>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000003>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000071>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0060007>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000021>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000199>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_000123>
<http://purl.obolibrary.org/obo/OBI_0200175>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0200000>
<http://purl.obolibrary.org/obo/CHEBI_17514>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_36828>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000596>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0000272>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000577>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/PATO_0001842>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/OBI_0000371>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000034>
<http://purl.obolibrary.org/obo/NCIT_C948>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000131>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000112>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/NCIT_C69088>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000136>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000089>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000109>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000037>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_1000021>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000563>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000069>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0060008>
<http://purl.obolibrary.org/obo/IAO_0000010>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000003>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000325>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_000324>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000471>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000475>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/OBI_0000112>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<http://purl.obolibrary.org/obo/OBI_0200050>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0200175>
<http://purl.obolibrary.org/obo/NCIT_C69088>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000030>
<http://nmrML.org/nmrCV#NMR:1000457>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000239>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000003>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000311>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_59999>
<http://purl.obolibrary.org/obo/OBI_0000401>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000034>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000006>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_1000005>
<http://purl.obolibrary.org/obo/CHEBI_68452>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_38101>
<http://purl.obolibrary.org/obo/CHEBI_48901>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_38106>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000015>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_1000013>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000094>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000092>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000038>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000041>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_1000039>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000524>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000003>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000181>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000087>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/CHEBI_60004>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_59999>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000082>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000536>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_000533>
